team,date,time,home-away,type,event,site,subsite,result,score,canceled
boys-soccer-varsity,2023-10-26,7:00 PM,H,League,Walpole High School,Memorial Park,High School Turf,W,3-0,
coed-field-hockey-varsity,2023-10-27,4:30 PM,H,Non-League,Concord-Carlisle High School,DeFazio Complex,Turf #1 Founders,L,0-1,
coed-field-hockey-junior-varsity,2023-10-27,5:45 PM,H,League,Concord-Carlisle High School,DeFazio Complex,Turf #1 Founders,,,
coed-football-varsity,2023-10-27,6:30 PM,H,League,Framingham High School,Memorial Park,High School Turf,W,24-7,
girls-swim-and-dive-varsity,2023-10-27,10:00 AM,A,Event,Bay State Conference Day 1,Newton North High School,Swimming Pool,,,
coed-football-freshman,2023-10-28,10:00 AM,A,League,Framingham High School,Framingham High School,Read Field,,,
coed-football-junior-varsity,2023-10-28,12:00 PM,A,League,Framingham High School,Framingham High School,Read Field,,,
boys-cross-country-varsity,2023-10-28,12:00 PM,A,Meet,Bay State Conference,Wrentham Developmental Center,XC Course,,,
girls-cross-country-varsity,2023-10-28,12:00 PM,A,Meet,Bay State Conference,Wrentham Developmental Center,XC Course,,,
coed-cheerleading-varsity,2023-10-28,4:00 PM,A,Event,Bellingham TVL Invitational,Bellingham High School,Gym,,,
girls-swim-and-dive-varsity,2023-10-29,10:00 AM,A,Event,Bay State Conference Day 2,Wheaton College,Chrouser Natatorium,1st place,516,
coed-field-hockey-varsity,2023-10-30,4:15 PM,H,Scrimmage,Westwood High School,DeFazio Complex,Turf #1 Founders,,,
girls-volleyball-varsity,2023-10-30,4:00 PM,H,Scrimmage,Westborough High School,Needham High School,A Gym,,,
girls-soccer-junior-varsity,2023-10-30,4:30 PM,H,Non-League,Concord-Carlisle High School,Cricket Field,Field #1,,,
girls-soccer-varsity,2023-10-30,4:30 PM,H,Non-League,Concord-Carlisle High School,DeFazio Complex,Turf #2 Brock,,,
boys-golf-varsity,2023-10-30,11:00 AM,A,MIAA States,MIAA D1 State Championships,Greathorse Country Club,,,,
boys-soccer-freshman,2023-11-01,4:00 PM,H,League,Walpole High School,High Rock Middle School,Field,,,
girls-soccer-freshman,2023-11-01,4:00 PM,A,League,Walpole High School,Walpole High School,Bird Middle School,,,
coed-cheerleading-varsity,2023-11-01,5:30 PM,A,Event,Bay State Conference,Newton North High School,Gym,,,
coed-coed-unified-basketball,2023-11-02,3:30 PM,H,Senior Game,Walpole High School,Needham High School,A Gym,W,,
coed-football-freshman,2023-11-02,4:30 PM,H,Non-League,Brockton High School,Memorial Park,High School Turf,,,
girls-volleyball-varsity,2023-11-02,5:30 PM,H,MIAA D1 1st Round,Central Catholic High School,Needham High School,A Gym,W,3-0,
coed-football-varsity,2023-11-03,7:00 PM,H,MIAA D1 Round of 16,Westford Academy,Memorial Park,High School Turf,W,35-17,
coed-field-hockey-varsity,2023-11-03,5:00 PM,H,MIAA D1 1st Round,Newton North High School,DeFazio Complex,Turf #1 Founders,W,3-2,
coed-dance-varsity,2023-11-05,12:00 PM,A,Event,Endicott Invitational,Endicott College,Post Center,,,
coed-dance-junior-varsity,2023-11-05,12:00 PM,A,Event,Endicott Invitational,Endicott College,Post Center,,,
girls-soccer-varsity,2023-11-05,5:00 PM,H,MIAA D1 1st Round,Woburn Memorial High School,Memorial Park,High School Turf,W,3-0,
boys-soccer-varsity,2023-11-05,3:00 PM,H,MIAA D1 1st Round,Lexington High School,Memorial Park,High School Turf,W,2-0,
girls-swim-and-dive-varsity,2023-11-05,6:30 PM,A,MIAA Sectionals,MIAA South Sectional Championship,Boston University,Fitness and Recreation Center,2nd Place,397,
girls-volleyball-varsity,2023-11-06,5:30 PM,H,MIAA D1 Round of 16,Brookline High School,Needham High School,A Gym,W,3-0,
coed-field-hockey-varsity,Tues, Nov 7,5:00 PM,A,MIAA D1 Round of 16,Acton-Boxborough Regional High School,Acton-Boxborough Regional High School,Leary Field,L,0-3,
girls-soccer-varsity,2023-11-08,4:00 PM,A,MIAA D1 Round of 16,Brookline High School,Northeastern University,Parson's Field,L,0-4,
boys-soccer-varsity,2023-11-08,6:00 PM,H,MIAA D1 Round of 16,Boston College High School,Memorial Park,High School Turf,W,3-0,
girls-volleyball-varsity,2023-11-09,5:00 PM,H,MIAA D1 Round of 8 ,Attleboro High School,Needham High School,A Gym,W,3-0,
coed-football-varsity,2023-11-09,7:00 PM,H,MIAA D1 Round of 16,Methuen High School,Memorial Park,High School Turf,W,42-24,
cross-country-boys/girls,2023-11-11,11:00 AM,A,Event,MIAA Divisionals,Gardner Golf Course,XC Course,,,
girls-swim-and-dive-varsity,2023-11-11,5:00 PM,A,MIAA States,MIAA D1 State Championship,Massachusetts Institute of Technology,Zesiger Sports and Fitness Center,1st Place,335,
boys-soccer-varsity,2023-11-11,5:00 PM,H,MIAA D1 Round of 8,Franklin High School,Memorial Park,High School Turf,W,3-0,
coed-cheerleading-varsity,2023-11-12,10:15 AM,A,MSAA Regionals,South Regionals Championship,Franklin High School,Gym,,,
boys-soccer-varsity,2023-11-14,6:30 PM,A,MIAA D1 Final Four,Winchester High School,Manning Bowl (Lynn),Turf Field,W,2-0,
girls-volleyball-varsity,2023-11-15,6:00 PM,A,MIAA D1 Final Four,Newton North High School,Newton South High School,Gym,L,0-3,
coed-unified-basketball,2023-11-16,4:30 PM,A,Jamboree,End of Season Jamboree,Cambridge Rindge & Latin School,Gym,,,
coed-football-varsity,2023-11-17,6:00 PM,A,MIAA D1 Final Four,Xaverian Brothers High School,Brockton High School,Marciano Stadium,L,17-20,
coed-dance-varsity,2023-11-18,9:30 AM,A,MSAA States,MSAA State Championship,Braintree High School,Gym,2nd Place,,
coed-football-freshman,2023-11-18,10:00 AM,H,League,Wellesley High School,Memorial Park,High School Turf,,,
boys-cross-country-varsity,2023-11-18,12:30 PM,A,MIAA All States,MIAA All States,Willard Park (Fort Devens),Willard Park,6th Place,,
girls-cross-country-varsity,2023-11-18,12:30 PM,A,MIAA All States,MIAA All States,Willard Park (Fort Devens),Willard Park,6th Place,,
boys-soccer-varsity,2023-11-18,5:00 PM,A,MIAA D1 State Final,Concord-Carlisle High School,Walpole High School,Turco Field,L,0-2,
coed-football-varsity,2023-11-23,10:00 AM,A,League,Wellesley High School,Wellesley High School,Stadium,,,
coed-cheerleading-varsity,2023-11-23,10:00 AM,A,League,Wellesley High School,Wellesley High School,Stadium,,,
girls-basketball-varsity,2023-12-06,4:00 PM,A,Scrimmage,Dover-Sherborn High School,Dover-Sherborn High School,Richard Wakely Gym,,,
girls-ice-hockey-varsity,2023-12-06,6:00 PM,A,Scrimmage,Hingham High School,Pilgrim Skating Arena,Pilgrim Arena Rink #1,,,
boys-ice-hockey-varsity,2023-12-06,6:45 PM,H,Scrimmage,Dover-Sherborn High School,Babson College,Hockey Rink,,,
boys-basketball-varsity,2023-12-08,4:00 PM,A,Scrimmage,Franklin High School,Franklin High School,Gym,,,
girls-ice-hockey-junior-varsity,2023-12-08,5:00 PM,H,League,Natick High School,Reily Rink,,,,
girls-basketball-varsity,2023-12-08,6:00 PM,H,Scrimmage,Concord-Carlisle High School,Needham High School,A Gym,,,
boys-swim-and-dive-varsity,2023-12-08,7:00 PM,H,Non-League,Xaverian Brothers High School,Babson College,Morse Swimming Pool,W,108-70,
boys-ice-hockey-varsity,2023-12-09,3:00 PM,H,Scrimmage,Andover High School,Babson College,Hockey Rink,,,
girls-ice-hockey-varsity,2023-12-09,4:00 PM,A,Non-League,King Phillip Regional High School,Foxborough Sports Center,Rink #2,W,3-2,
boys-basketball-freshman,2023-12-12,3:45 PM,H,League,Milton High School,Needham High School,A Gym,,,
girls-basketball-freshman,2023-12-12,3:45 PM,A,League,Milton High School,Milton High School,Copeland Field House,,,
girls-basketball-junior-varsity,2023-12-12,5:15 PM,A,League,Milton High School,Milton High School,Copeland Field House,,,
boys-basketball-junior-varsity,2023-12-12,5:30 PM,H,League,Milton High School,Needham High School,A Gym,,,
girls-basketball-varsity,2023-12-12,6:30 PM,A,League,Milton High School,Milton High School,Copeland Field House,,,
boys-basketball-varsity,2023-12-12,6:45 PM,H,League,Milton High School,Needham High School,A Gym,W,68-38,
boys-swim-and-dive-varsity,2023-12-12,7:00 PM,H,League,Natick High School,Babson College,Morse Swimming Pool,W,101-79,
girls-ice-hockey-junior-varsity,2023-12-13,4:00 PM,A,League,Ursuline Academy,Roche Arena West Roxbury,Roche Arena,,,
boys-ice-hockey-junior-varsity,2023-12-13,4:00 PM,A,League,Brookline High School,Cleveland Circle,Reilly Rink,,,
coed-wrestling-varsity,2023-12-13,6:30 PM,H,League,Newton North High School,Needham High School,A Gym,L,36-45,
boys-ice-hockey-varsity,2023-12-13,6:45 PM,H,League,Milton High School,Babson College,Hockey Rink,W,2-0,
girls-ice-hockey-varsity,2023-12-13,7:00 PM,A,League,Milton High School,Ulin Rink (Milton),Ulin Rink,L,0-2,
boys-indoor-track-and-field-varsity,2023-12-14,4:30 PM,A,League,Braintree High School,Reggie Lewis Center,Bob McIntyre Track,W,56-44,
girls-indoor-track-and-field-varsity,2023-12-14,4:30 PM,A,League,Braintree High School,Reggie Lewis Center,Bob McIntyre Track,W,68-32,
club-squash,2023-12-14,4:30 PM,A,League,Acton-Boxborough Regional High School,SquashWest (Acton),Squash Courts,L,0-12,
girls-basketball-freshman,2023-12-15,3:45 PM,H,League,Weymouth High School,Needham High School,A Gym,,,
boys-basketball-freshman,2023-12-15,4:00 PM,A,League,Weymouth High School,Weymouth High School,Gym,,,
boys-swim-and-dive-varsity,2023-12-15,4:30 PM,A,League,Newton North High School,Newton North High School,Swimming Pool,,,
girls-basketball-junior-varsity,2023-12-15,5:15 PM,H,League,Weymouth High School,Needham High School,A Gym,,,
boys-basketball-junior-varsity,2023-12-15,5:30 PM,A,League,Weymouth High School,Weymouth High School,Gym,,,
girls-basketball-varsity,2023-12-15,6:30 PM,H,League,Weymouth High School,Needham High School,A Gym,W,57-56,
boys-basketball-varsity,2023-12-15,7:00 PM,A,League,Weymouth High School,Weymouth High School,Gym,W,62-54,
coed-wrestling-varsity,2023-12-16,9:00 AM,A,Tournament,Sharon Lombardo Tournament,Mt. Hope High School (Bristol, RI),Gym,,,
girls-ice-hockey-varsity,2023-12-16,2:45 PM,H,League,Weymouth High School,Babson College,Hockey Rink,T,0-0,
boys-ice-hockey-varsity,2023-12-16,7:30 PM,A,League,Weymouth High School,Connell Rink and Pool (Weymouth),Rink,L,2-3,
boys-basketball-freshman,2023-12-19,3:45 PM,H,League,Brookline High School,Needham High School,A Gym,,,
girls-basketball-varsity,2023-12-19,4:30 PM,A,League,Brookline High School,Brookline High School,Schluntz Gym,W,36-31,
girls-basketball-freshman,2023-12-19,4:30 PM,A,League,Brookline High School,Brookline High School,Tappan Gym,,,
boys-basketball-junior-varsity,2023-12-19,5:30 PM,H,League,Brookline High School,Needham High School,A Gym,,,
girls-basketball-junior-varsity,2023-12-19,6:00 PM,A,League,Brookline High School,Brookline High School,Schluntz Gym,,,
boys-basketball-varsity,2023-12-19,6:45 PM,H,League,Brookline High School,Needham High School,A Gym,W,63-48,
coed-wrestling-middle-school,2023-12-20,4:00 PM,A,Match,Pierce Middle School (Milton),Milton High School,Gym,,,
girls-ice-hockey-varsity,2023-12-20,4:00 PM,A,League,Brookline High School,Walter Brown Arena,,W,3-1,
girls-ice-hockey-junior-varsity,2023-12-20,4:00 PM,A,League,Brookline High School,Cleveland Circle,Reilly Rink,,,
club-squash,2023-12-20,4:30 PM,A,League,Brookline High School,Winsor School,Squash Courts,L,1-13,
coed-wrestling-varsity,2023-12-20,5:00 PM,A,League,Milton High School,Milton High School,Copeland Field House,,,
boys-ice-hockey-varsity,2023-12-20,6:45 PM,H,League,Brookline High School,Babson College,Hockey Rink,L,3-4,
boys-indoor-track-and-field-varsity,2023-12-21,4:30 PM,A,League,Milton High School,Reggie Lewis Center,,L,37-63,
girls-indoor-track-and-field-varsity,2023-12-21,4:30 PM,A,League,Milton High School,Reggie Lewis Center,,W,61-39,
boys-basketball-freshman,2023-12-22,3:45 PM,A,League,Wellesley High School,Sprague School,,,,
boys-basketball-junior-varsity,2023-12-22,5:15 PM,A,League,Wellesley High School,Wellesley High School,Gym,,,
girls-basketball-varsity,2023-12-22,6:00 PM,A,Non-League,Notre Dame Academy - Hingham,Notre Dame Academy-Hingham,Gym,L,48-68,
boys-basketball-varsity,2023-12-22,6:30 PM,A,League,Wellesley High School,Wellesley High School,Gym,W,64-46,
boys-ice-hockey-junior-varsity,2023-12-22,8:00 PM,H,League,Milton High School,Daly Rink,,,,
boys-ice-hockey-sophomores,2023-12-22,9:00 PM,H,League,Milton High School,Daly Rink,,,,
boys-ice-hockey-varsity,2023-12-23,3:00 PM,H,League,Wellesley High School,Babson College,Hockey Rink,L,5-6,
boys-swim-and-dive-varsity,2023-12-27,2:00 PM,A,Tri Meet,Reading Memorial High School,Burbank YMCA,Swimming Pool,W,91-78,
boys-swim-and-dive-varsity,2023-12-27,2:00 PM,A,Tri Meet,Chelmsford High School,Burbank YMCA,Swimming Pool,L,65-105,
girls-basketball-varsity,2023-12-27,3:00 PM,A,Tournament,Lexington High School,Lincoln-Sudbury Regional High School,Gym #1,W,59-50,
boys-ice-hockey-varsity,2023-12-28,3:40 PM,H,Game,Westford Academy,Babson College,Hockey Rink,L,1-2,
boys-ice-hockey-sophomores,2023-12-28,4:00 PM,H,Game,Walpole High School,St. Sebastian's School,Henry T Lane Ice Rink,,,
boys-basketball-junior-varsity,2023-12-29,11:00 AM,H,Game,Xaverian Brothers High School,Needham High School,A Gym,,,
boys-basketball-varsity,2023-12-29,1:00 PM,H,Game,Xaverian Brothers High School,Needham High School,A Gym,L,58-70,
girls-basketball-varsity,2023-12-29,12:00 AM,A,Tournament,,Lincoln-Sudbury Regional High School,Gym #1,W,52-36,
boys-ice-hockey-junior-varsity,2023-12-29,8:00 PM,H,Game,Winchester High School,Daly Rink,Rink,,,
girls-ice-hockey-varsity,2023-12-31,1:00 PM,A,Game,Marthas Vineyard,Warrior Ice Arena,Warrior Ice Arena,,,
girls-ice-hockey-varsity,2024-01-03,6:00 PM,A,Game,Wayland-Weston High School Coop,Rivers School,MacDowell Ice Arena,W,5-0,
coed-alpine-ski-varsity,2024-01-03,6:30 PM,A,Race,Varsity Race,Blue Hill Ski Area,Ski Slope,,,
coed-wrestling-varsity,2024-01-03,6:30 PM,H,Game,Braintree High School,Needham High School,A Gym,W,50-49,
boys-ice-hockey-junior-varsity,2024-01-03,6:45 PM,H,Game,Milton High School,Babson College,Hockey Rink,,,
boys-indoor-track-and-field-junior-varsity,2024-01-03,7:00 PM,A,Race,Junior Varsity Meet,Milton High School,Copeland Fieldhouse,,,
girls-indoor-track-and-field-junior-varsity,2024-01-03,7:00 PM,A,Race,Junior Varsity Meet,Milton High School,Copeland Fieldhouse,,,
girls-basketball-middle-school,2024-01-04,3:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
girls-basketball-middle-school,2024-01-04,3:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-basketball-middle-school,2024-01-04,4:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-basketball-middle-school,2024-01-04,4:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-indoor-track-and-field-varsity,2024-01-04,4:30 PM,A,League,Walpole High School,Reggie Lewis Center,Track,,,
girls-indoor-track-and-field-varsity,2024-01-04,4:30 PM,A,League,Walpole High School,Reggie Lewis Center,Track,,,
boys-basketball-freshman,2024-01-05,3:45 PM,H,League,Braintree High School ,Needham High School,A Gym,,,
girls-basketball-freshman,2024-01-05,3:45 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,,,
boys-basketball-junior-varsity,2024-01-05,5:15 PM,H,League,Braintree High School,Needham High School,A Gym,,,
girls-basketball-junior-varsity,2024-01-05,5:15 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,,,
girls-basketball-varsity,2024-01-05,6:30 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,L,33-24,
boys-basketball-varsity,2024-01-05,6:45 PM,H,League,Braintree High School,Needham High School,A Gym,W,59-38,
girls-ice-hockey-junior-varsity,2024-01-05,7:30 PM,H,League,Milton High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-ice-hockey-junior-varsity,2024-01-05,8:00 PM,H,League,Framingham High School,Daly Rink,,,,
coed-wrestling-varsity,2024-01-06,8:00 AM,A,Tournament,Brendan Grant Tournament,Belmont High School,Werner Field House,,,
girls-ice-hockey-varsity,2024-01-06,2:30 PM,A,League,Braintree High School,Zapustas Ice Arena,,W,2-1,
boys-ice-hockey-varsity,2024-01-06,3:00 PM,H,League,Braintree High School,Babson College,Hockey Rink,W,6-3,
girls-indoor-track-and-field,2024-01-07,10:00 AM,A,League,MSTCA Frosh/Soph Large,Reggie Lewis Center,,,,
boys-indoor-track-and-field,2024-01-07,10:00 AM,A,League,MSTCA Frosh/Soph Large,Reggie Lewis Center,,,,
coed-alpine-ski-varsity,2024-01-07,12:00 AM,A,Race,Ski East Race,Ragged Mountain,Ski Slope,,,TRUE
boys-ice-hockey-junior-varsity,2024-01-08,4:00 PM,H,Game,Walpole High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-swim-and-dive-varsity,2024-01-08,7:00 PM,H,Meet,Boston College High School,Babson College,Morse Swimming Pool,T,90-90,
girls-basketball-middle-school,2024-01-09,3:30 PM,H,Game,Wellesley Middle School - Red,Pollard Middle School,Gym,,,
girls-basketball-freshman,2024-01-09,3:45 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-basketball-freshman,2024-01-09,3:45 PM,A,Game,Walpole High School,Walpole High School,Gym,,,
boys-ice-hockey-junior-varsity,2024-01-09,4:00 PM,H,Game,Brookline High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-basketball-middle-school,2024-01-09,4:30 PM,H,Game,Wellesley Middle School - Red,Pollard Middle School,Gym,,,
girls-basketball-junior-varsity,2024-01-09,5:15 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-basketball-junior-varsity,2024-01-09,5:30 PM,A,Game,Walpole High School,Walpole High School,Gym,,,
coed-gymnastics-varsity,2024-01-09,6:00 PM,H,Meet,Braintree High School,Needham High School,B Gym,,,
boys-basketball-varsity,2024-01-09,6:30 PM,A,Game,Walpole High School,Walpole High School,Gym,W,51-43,
girls-basketball-varsity,2024-01-09,6:30 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-swim-and-dive-varsity,2024-01-09,7:00 PM,H,Meet,Framingham High School,Babson College,Morse Swimming Pool,,,
coed-wrestling-varsity,2024-01-10,5:30 PM,A,Meet,Walpole High School,Walpole High School,Gym,,,
coed-alpine-ski-varsity,2024-01-10,6:30 PM,A,Race,Varsity Race,Blue Hill Ski Area,Ski Slope,,,
girls-ice-hockey-varsity,2024-01-10,6:45 PM,H,Game,Walpole High School,Babson College,Babson Skating Center,,,
boys-ice-hockey-varsity,2024-01-10,8:00 PM,A,Game,Walpole High School,Rodman Arena (Walpole),Rink,,,
girls-basketball-midde-school,2024-01-11,3:45 PM,A,Game,Wellesley Middle School,Wellesley Middle School,Gym,,,
boys-basketball-middle-school,2024-01-11,4:45 PM,A,Game,Wellesley Middle School,Wellesley Middle School,Gym,,,
boys-indoor-track-and-field-varsity,2024-01-11,4:30 PM,A,Meet,Weymouth High School,Reggie Lewis Center,Bob McIntyre Track,,,
girls-indoor-track-and-field-varsity,2024-01-11,4:30 PM,A,Meet,Weymouth High School,Reggie Lewis Center,Bob McIntyre Track,,,
boys-basketball-freshman,2024-01-11,5:00 PM,A,Game,North Andover High School,North Andover High School,Crozier Field House,,,
boys-basketball-junior-varsity,2024-01-11,5:00 PM,A,Game,North Andover High School,North Andover Middle School,Gym,,,
club-squash,2024-01-11,6:00 PM,H,Match,Concord-Carlisle High School,Cross Courts,Squash Courts,,,
boys-basketball-varsity,2024-01-11,6:30 PM,A,Game,North Andover High School,North Andover High School,Gym,,,
boys-swim-and-dive-varsity,2024-01-12,4:00 PM,A,Meet,Brookline High School,Kirrane Aquatics Center ,Swimming Pool,,,
coed-gymnastics-varsity,2024-01-12,4:30 PM,H,Meet,Wellesley High School,Needham High School,B Gym,,,
girls-ice-hockey-junior-varsity,2024-01-12,5:00 PM,H,Game,Framingham High School,Cleveland Circle,Reilly Rink,,,
coed-wrestling-varsity,2024-01-13,10:00 AM,A,Meet,Blackhawk Quad,Bellingham High School,Gym,,,
boys-ice-hockey-junior-varsity,2024-01-13,4:00 PM,H,Game,Lincoln-Sudbury Regional High School,Babson College,Skating Center,,,
girls-ice-hockey-varsity,2024-01-13,6:20 PM,A,Game,Newton North High School,John A. Ryan Skating Arena (Watertown),,,,
boys-ice-hockey-varsity,2024-01-13,7:40 PM,A,Game,Archbishop Williams High School,Canton Sportsplex,,,,
girls-ice-hockey-junior-varsity,2024-01-14,11:20 AM,A,Game,Winchester High School,Flynn Rink (Medford),,,,
girls-basketball-junior-varsity,2024-01-14,3:30 PM,H,Game,Newton South High School,Needham High School,A Gym,,,
girls-basketball-varsity,2024-01-14,5:00 PM,H,Game,Newton South High School,Needham High School,A Gym,,,
girls-ice-hockey-varsity,2024-01-15,1:00 PM,H,Game,Medway High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-ice-hockey-junior-varsity,2024-01-15,4:00 PM,H,Game,Braintree High School,St. Sebastian's School,Henry T. Lane Rink,,,
